image_name,tags
file_17569,clear primary agriculture road water
file_17570,clear primary
file_17571,clear primary
file_17572,clear primary agriculture road water habitation
file_17573,partly_cloudy primary agriculture road cultivation
file_17574,clear primary
file_17575,clear primary
file_17576,clear haze primary
file_17577,haze primary agriculture water
file_17578,clear primary agriculture cultivation
file_17579,clear primary
file_17580,clear primary agriculture cultivation
file_17581,clear primary
file_17582,clear primary
file_17583,partly_cloudy primary agriculture road water
file_17584,clear primary agriculture road cultivation habitation
file_17585,clear primary
file_17586,clear primary
file_17587,clear primary water
file_17588,clear primary
file_17589,haze partly_cloudy primary agriculture road cultivation
file_17590,clear primary agriculture
file_17591,partly_cloudy primary agriculture water
file_17592,partly_cloudy primary water
file_17593,clear primary
file_17594,clear primary
file_17595,clear primary agriculture
file_17596,clear primary
file_17597,clear primary
file_17598,clear primary agriculture water
file_17599,partly_cloudy primary agriculture water
file_17600,clear primary
file_17601,clear primary
file_17602,clear haze primary
file_17603,clear primary
file_17604,clear primary
file_17605,clear primary agriculture road water cultivation
file_17606,clear primary water
file_17607,haze primary
file_17608,clear primary
file_17609,clear primary agriculture road water
file_17610,clear primary agriculture cultivation
file_17611,clear primary agriculture road
file_17612,clear primary
file_17613,partly_cloudy primary
file_17614,clear partly_cloudy primary
file_17615,clear haze primary
file_17616,clear primary
file_17617,clear cloudy water
file_17618,clear primary
file_17619,clear primary agriculture road bare_ground
file_17620,partly_cloudy primary agriculture cultivation
file_17621,haze primary agriculture road
file_17622,clear primary road water selective_logging
file_17623,clear primary agriculture road habitation
file_17624,clear haze primary agriculture water
file_17625,clear primary
file_17626,clear primary road water
file_17627,clear primary
file_17628,clear primary agriculture
file_17629,clear primary agriculture cultivation
file_17630,clear cloudy water
file_17631,clear primary agriculture road habitation
file_17632,clear primary agriculture road water habitation
file_17633,clear primary agriculture road
file_17634,partly_cloudy primary
file_17635,clear primary
file_17636,clear primary agriculture road
file_17637,clear primary
file_17638,partly_cloudy primary
file_17639,clear primary agriculture road bare_ground
file_17640,clear primary agriculture cultivation
file_17641,partly_cloudy primary agriculture cultivation
file_17642,clear primary
file_17643,clear primary
file_17644,partly_cloudy primary agriculture water
file_17645,haze cloudy primary
file_17646,clear haze primary
file_17647,partly_cloudy primary agriculture road water cultivation
file_17648,clear primary
file_17649,clear primary agriculture road cultivation habitation
file_17650,clear primary
file_17651,clear primary water
file_17652,haze primary
file_17653,clear primary
file_17654,clear primary
file_17655,haze primary
file_17656,partly_cloudy primary
file_17657,clear primary agriculture road water
file_17658,clear primary agriculture road water habitation
file_17659,clear primary agriculture road water cultivation habitation
file_17660,partly_cloudy primary agriculture road
file_17661,clear primary
file_17662,clear primary agriculture cultivation
file_17663,clear primary
file_17664,clear primary agriculture
file_17665,clear partly_cloudy primary
file_17666,partly_cloudy primary
file_17667,clear primary
file_17668,clear primary agriculture cultivation
file_17669,partly_cloudy primary
file_17670,clear primary agriculture road cultivation habitation
file_17671,clear primary agriculture cultivation
file_17672,clear haze primary
file_17673,clear primary
file_17674,clear primary water
file_17675,clear primary
file_17676,clear primary
file_17677,clear primary agriculture road habitation
file_17678,partly_cloudy primary
file_17679,clear primary
file_17680,clear primary
file_17681,clear primary agriculture cultivation
file_17682,clear primary
file_17683,clear primary
file_17684,clear primary
file_17685,clear haze primary agriculture water
file_17686,clear cloudy water
file_17687,clear primary agriculture road water
file_17688,clear primary
file_17689,clear primary
file_17690,clear primary agriculture road cultivation habitation
file_17691,clear primary
file_17692,partly_cloudy primary agriculture
file_17693,cloudy
file_17694,clear primary
file_17695,clear primary agriculture road
file_17696,clear primary agriculture cultivation
file_17697,haze cloudy primary
file_17698,clear primary
file_17699,clear primary
file_17700,clear primary
file_17701,clear primary
file_17702,haze cloudy primary
file_17703,partly_cloudy primary
file_17704,clear primary water
file_17705,clear primary agriculture cultivation
file_17706,haze cloudy primary
file_17707,haze cloudy primary
file_17708,clear primary
file_17709,clear primary
file_17710,clear primary agriculture water
file_17711,clear haze primary agriculture water
file_17712,cloudy
file_17713,clear primary agriculture road habitation bare_ground
file_17714,partly_cloudy cloudy primary
file_17715,clear primary
file_17716,clear primary road water
file_17717,clear primary agriculture
file_17718,partly_cloudy primary
file_17719,clear primary
file_17720,clear primary agriculture water
file_17721,partly_cloudy primary agriculture cultivation
file_17722,partly_cloudy primary agriculture cultivation
file_17723,clear primary agriculture road water
file_17724,clear haze primary agriculture road
file_17725,clear primary agriculture road water
file_17726,haze primary
file_17727,partly_cloudy primary
file_17728,clear primary agriculture cultivation
file_17729,clear primary
file_17730,clear primary
file_17731,clear primary agriculture cultivation
file_17732,clear primary
file_17733,clear primary water
file_17734,clear primary
file_17735,clear primary
file_17736,partly_cloudy primary
file_17737,clear primary
file_17738,clear primary agriculture cultivation
file_17739,clear primary agriculture water
file_17740,partly_cloudy primary agriculture water cultivation
file_17741,clear primary agriculture cultivation habitation
file_17742,clear haze primary
file_17743,clear primary agriculture cultivation
file_17744,clear primary
file_17745,haze primary
file_17746,partly_cloudy primary water
file_17747,partly_cloudy primary agriculture cultivation
file_17748,cloudy
file_17749,clear partly_cloudy primary agriculture water
file_17750,clear primary agriculture cultivation
file_17751,partly_cloudy primary agriculture water
file_17752,clear primary
file_17753,cloudy
file_17754,clear primary
file_17755,clear primary
file_17756,clear primary agriculture cultivation
file_17757,clear primary water
file_17758,clear primary
file_17759,clear primary
file_17760,clear cloudy water
file_17761,clear primary water bare_ground
file_17762,clear haze primary agriculture
file_17763,clear primary road water habitation bare_ground artisinal_mine conventional_mine
file_17764,clear primary agriculture road water habitation
file_17765,clear primary
file_17766,cloudy
file_17767,haze partly_cloudy primary agriculture road water
file_17768,partly_cloudy primary
file_17769,clear primary
file_17770,clear primary
file_17771,clear primary agriculture road
file_17772,clear primary agriculture cultivation
file_17773,clear primary agriculture road
file_17774,clear primary
file_17775,clear primary agriculture road
file_17776,clear primary
file_17777,clear primary
file_17778,partly_cloudy primary agriculture water cultivation
file_17779,clear primary
file_17780,haze primary
file_17781,partly_cloudy primary
file_17782,clear primary
file_17783,clear primary agriculture road water cultivation habitation
file_17784,clear primary
file_17785,haze primary agriculture cultivation
file_17786,clear primary road water
file_17787,clear primary agriculture road
file_17788,clear haze primary water
file_17789,clear primary agriculture cultivation habitation
file_17790,clear primary agriculture
file_17791,clear primary
file_17792,clear primary
file_17793,clear primary
file_17794,clear primary agriculture water
file_17795,clear primary
file_17796,partly_cloudy primary agriculture cultivation
file_17797,clear primary
file_17798,clear primary
file_17799,clear primary agriculture cultivation
file_17800,partly_cloudy primary agriculture road water
file_17801,clear primary water
file_17802,clear haze primary
file_17803,partly_cloudy primary
file_17804,clear primary water
file_17805,clear primary
file_17806,clear primary road water
file_17807,clear primary agriculture cultivation
file_17808,clear primary agriculture cultivation
file_17809,clear primary agriculture road water habitation
file_17810,clear primary
file_17811,clear primary
file_17812,partly_cloudy primary
file_17813,clear primary
file_17814,clear primary agriculture water
file_17815,clear partly_cloudy primary
file_17816,partly_cloudy primary
file_17817,clear primary
file_17818,cloudy
file_17819,partly_cloudy primary agriculture
file_17820,partly_cloudy primary
file_17821,clear primary agriculture road habitation
file_17822,clear partly_cloudy primary
file_17823,haze primary
file_17824,clear primary water selective_logging
file_17825,haze cloudy primary
file_17826,partly_cloudy cloudy primary
file_17827,partly_cloudy primary agriculture
file_17828,clear haze primary water
file_17829,partly_cloudy primary agriculture road water habitation
file_17830,clear primary
file_17831,haze primary road water
file_17832,clear primary
file_17833,cloudy
file_17834,clear primary water
file_17835,cloudy
file_17836,partly_cloudy primary agriculture road cultivation
file_17837,clear primary
file_17838,clear primary
file_17839,clear primary
file_17840,partly_cloudy primary agriculture road water selective_logging
file_17841,clear primary
file_17842,partly_cloudy primary
file_17843,clear primary
file_17844,clear primary agriculture cultivation
file_17845,clear primary agriculture cultivation
file_17846,clear primary agriculture cultivation
file_17847,clear primary
file_17848,clear haze primary
file_17849,clear primary
file_17850,clear primary
file_17851,clear primary
file_17852,clear primary
file_17853,clear primary road water selective_logging
file_17854,haze primary
file_17855,clear primary water artisinal_mine
file_17856,clear haze primary agriculture cultivation
file_17857,clear primary
file_17858,haze primary agriculture road water
file_17859,clear primary road water
file_17860,clear primary
file_17861,clear primary
file_17862,clear primary
file_17863,clear primary water
file_17864,clear primary
file_17865,cloudy
file_17866,clear primary agriculture road habitation
file_17867,clear primary
file_17868,clear primary
file_17869,partly_cloudy cloudy primary
file_17870,clear primary
file_17871,clear primary road water
file_17872,clear cloudy water
file_17873,clear primary agriculture road habitation
file_17874,clear primary
file_17875,clear primary
file_17876,partly_cloudy primary
file_17877,clear primary
file_17878,clear primary road water artisinal_mine
file_17879,clear primary agriculture road habitation
file_17880,clear primary
file_17881,clear primary agriculture cultivation
file_17882,clear primary agriculture water
file_17883,clear primary agriculture road habitation
file_17884,clear primary agriculture water habitation
file_17885,partly_cloudy primary
file_17886,clear primary
file_17887,clear primary agriculture road habitation
file_17888,clear primary
file_17889,partly_cloudy primary
file_17890,clear primary
file_17891,clear haze primary agriculture road water
file_17892,clear primary
file_17893,clear primary water
file_17894,clear primary
file_17895,haze cloudy primary
file_17896,partly_cloudy primary
file_17897,clear primary agriculture road
file_17898,clear cloudy water
file_17899,clear primary water
file_17900,clear primary
file_17901,clear water
file_17902,clear primary water
file_17903,clear haze primary
file_17904,clear primary
file_17905,clear primary agriculture cultivation
file_17906,clear primary
file_17907,cloudy
file_17908,clear primary agriculture cultivation
file_17909,clear primary agriculture road water cultivation
file_17910,clear primary agriculture
file_17911,clear primary agriculture cultivation
file_17912,clear primary agriculture road water cultivation habitation
file_17913,partly_cloudy cloudy primary
file_17914,clear primary
file_17915,clear primary
file_17916,clear primary
file_17917,clear primary
file_17918,partly_cloudy cloudy primary
file_17919,clear primary
file_17920,haze partly_cloudy primary agriculture road water cultivation
file_17921,clear partly_cloudy primary
file_17922,clear primary
file_17923,clear primary
file_17924,clear partly_cloudy primary
file_17925,clear primary agriculture road cultivation habitation
file_17926,clear primary agriculture road cultivation habitation
file_17927,clear primary road water selective_logging
file_17928,clear primary
file_17929,partly_cloudy primary agriculture road water habitation
file_17930,partly_cloudy primary
file_17931,clear primary agriculture road
file_17932,clear primary agriculture road cultivation habitation
file_17933,clear primary agriculture bare_ground
file_17934,clear haze primary water
file_17935,clear primary
file_17936,clear primary agriculture road water
file_17937,clear primary agriculture road cultivation
file_17938,clear primary agriculture cultivation
file_17939,clear primary agriculture road water habitation
file_17940,partly_cloudy primary agriculture road habitation
file_17941,partly_cloudy primary
file_17942,clear primary
file_17943,cloudy
file_17944,clear primary agriculture road habitation
file_17945,partly_cloudy primary agriculture cultivation
file_17946,clear haze primary
file_17947,clear primary agriculture road water habitation bare_ground
file_17948,clear primary agriculture road water habitation
file_17949,cloudy
file_17950,clear primary agriculture cultivation
file_17951,clear primary
file_17952,partly_cloudy primary
file_17953,clear primary agriculture water cultivation
file_17954,cloudy
file_17955,partly_cloudy primary agriculture road cultivation habitation
file_17956,clear primary agriculture cultivation
file_17957,cloudy
file_17958,clear primary
file_17959,clear primary agriculture road water
file_17960,clear primary agriculture road cultivation
file_17961,partly_cloudy primary agriculture
file_17962,haze primary
file_17963,clear primary
file_17964,clear primary water
file_17965,clear primary road habitation
file_17966,clear primary agriculture road water
file_17967,clear primary agriculture cultivation habitation
file_17968,partly_cloudy primary
file_17969,clear primary
file_17970,clear partly_cloudy primary agriculture cultivation
file_17971,clear primary agriculture road cultivation habitation
file_17972,clear primary
file_17973,clear haze primary agriculture road water cultivation habitation
file_17974,clear primary
file_17975,clear primary
file_17976,clear primary road water
file_17977,clear primary
file_17978,clear primary
file_17979,clear primary
file_17980,clear primary agriculture road
file_17981,partly_cloudy primary agriculture cultivation
file_17982,haze cloudy primary agriculture water
file_17983,clear primary agriculture road water
file_17984,clear primary
file_17985,partly_cloudy primary
file_17986,cloudy
file_17987,clear primary
file_17988,clear primary agriculture bare_ground
file_17989,clear primary
file_17990,clear primary
file_17991,clear primary water
file_17992,clear primary
file_17993,clear primary
file_17994,clear primary agriculture road bare_ground
file_17995,partly_cloudy cloudy primary
file_17996,clear primary road water
file_17997,partly_cloudy primary
file_17998,clear primary agriculture road cultivation habitation
file_17999,clear primary agriculture road water cultivation habitation
file_18000,clear primary agriculture
file_18001,clear primary agriculture road water
file_18002,clear primary
file_18003,partly_cloudy primary
file_18004,clear primary
file_18005,clear primary
file_18006,clear primary agriculture road cultivation habitation
file_18007,clear primary
file_18008,clear primary
file_18009,clear primary
file_18010,partly_cloudy primary
file_18011,clear primary agriculture road habitation
file_18012,partly_cloudy primary agriculture road water cultivation
file_18013,clear primary
file_18014,clear primary agriculture cultivation
file_18015,partly_cloudy primary water
file_18016,clear primary agriculture water cultivation
file_18017,partly_cloudy primary
file_18018,cloudy
file_18019,clear primary
file_18020,clear primary
file_18021,clear primary
file_18022,partly_cloudy primary
file_18023,clear primary
file_18024,clear primary
file_18025,partly_cloudy primary agriculture water
file_18026,clear primary agriculture road bare_ground
file_18027,clear primary
file_18028,partly_cloudy primary agriculture road cultivation
file_18029,clear primary agriculture road
file_18030,clear primary
file_18031,partly_cloudy primary
file_18032,clear primary
file_18033,clear primary
file_18034,clear primary
file_18035,partly_cloudy primary
file_18036,cloudy
file_18037,clear primary
file_18038,partly_cloudy primary agriculture cultivation
file_18039,clear primary
file_18040,clear primary
file_18041,clear primary
file_18042,clear primary
file_18043,partly_cloudy primary
file_18044,clear primary
file_18045,clear primary agriculture road cultivation habitation
file_18046,clear primary
file_18047,clear primary
file_18048,clear haze primary water
file_18049,clear primary
file_18050,clear primary agriculture road water cultivation
file_18051,clear primary road water habitation bare_ground artisinal_mine
file_18052,clear primary
file_18053,clear primary agriculture road habitation
file_18054,clear primary agriculture cultivation habitation
file_18055,clear primary agriculture cultivation habitation
file_18056,haze primary
file_18057,clear primary agriculture road
file_18058,clear primary agriculture road water cultivation habitation
file_18059,clear primary agriculture cultivation habitation
file_18060,partly_cloudy primary
file_18061,clear primary agriculture road
file_18062,partly_cloudy primary
file_18063,partly_cloudy primary
file_18064,clear primary
file_18065,cloudy
file_18066,clear primary
file_18067,clear primary water artisinal_mine
file_18068,partly_cloudy primary agriculture road cultivation
file_18069,clear primary
file_18070,clear primary road water artisinal_mine
file_18071,partly_cloudy primary agriculture road water cultivation
file_18072,clear primary agriculture water
file_18073,clear primary
file_18074,clear primary water
file_18075,clear primary
file_18076,clear partly_cloudy primary agriculture water cultivation
file_18077,clear primary
file_18078,clear primary agriculture
file_18079,clear primary water
file_18080,clear primary agriculture road
file_18081,clear primary
file_18082,haze cloudy primary
file_18083,partly_cloudy primary
file_18084,clear primary
file_18085,clear primary
file_18086,clear primary
file_18087,clear primary
file_18088,partly_cloudy primary agriculture water cultivation
file_18089,clear primary
file_18090,clear primary
file_18091,clear primary
file_18092,haze partly_cloudy primary
file_18093,clear primary
file_18094,cloudy
file_18095,clear partly_cloudy primary water
file_18096,clear water
file_18097,clear primary agriculture cultivation
file_18098,clear primary
file_18099,partly_cloudy primary
file_18100,clear primary
file_18101,clear primary
file_18102,partly_cloudy primary
file_18103,clear primary road water habitation bare_ground artisinal_mine
file_18104,cloudy
file_18105,partly_cloudy primary
file_18106,clear primary agriculture road cultivation habitation
file_18107,clear primary
file_18108,partly_cloudy primary
file_18109,clear partly_cloudy primary agriculture
file_18110,clear primary agriculture cultivation
file_18111,clear cloudy water
file_18112,clear primary
file_18113,clear primary
file_18114,clear primary agriculture cultivation
file_18115,partly_cloudy primary
file_18116,clear primary
file_18117,clear primary
file_18118,clear primary water
file_18119,clear primary
file_18120,partly_cloudy primary agriculture road water cultivation
file_18121,clear primary
file_18122,clear primary water
file_18123,clear haze primary agriculture road water
file_18124,clear primary
file_18125,clear primary agriculture road water cultivation habitation
file_18126,clear primary
file_18127,clear primary
file_18128,clear primary
file_18129,clear primary agriculture road cultivation habitation
file_18130,clear haze primary
file_18131,clear water
file_18132,partly_cloudy cloudy primary
file_18133,clear primary agriculture road water habitation
file_18134,clear primary agriculture road water
file_18135,clear primary
file_18136,clear primary
file_18137,partly_cloudy primary
file_18138,clear primary
file_18139,partly_cloudy primary agriculture cultivation
file_18140,clear primary
file_18141,clear primary agriculture water cultivation
file_18142,clear primary
file_18143,clear partly_cloudy primary agriculture road
file_18144,clear primary
file_18145,clear primary
file_18146,partly_cloudy primary
file_18147,partly_cloudy primary agriculture water
file_18148,clear primary
file_18149,clear primary agriculture road water
file_18150,partly_cloudy primary
file_18151,clear primary agriculture cultivation
file_18152,clear primary agriculture cultivation habitation
file_18153,clear primary agriculture road water habitation
file_18154,clear primary
file_18155,clear primary agriculture water cultivation
file_18156,clear primary agriculture road
file_18157,clear primary
file_18158,haze primary agriculture water
file_18159,partly_cloudy primary
file_18160,clear primary
file_18161,cloudy primary
file_18162,clear haze primary water
file_18163,clear primary agriculture cultivation
file_18164,clear haze primary
file_18165,clear primary
file_18166,cloudy
file_18167,clear primary agriculture road water cultivation habitation
file_18168,clear cloudy water
file_18169,clear primary
file_18170,clear primary agriculture water
file_18171,partly_cloudy primary agriculture cultivation
file_18172,clear primary
file_18173,cloudy water
file_18174,clear primary
file_18175,clear primary agriculture road bare_ground
file_18176,clear primary agriculture road water
file_18177,clear primary
file_18178,clear primary agriculture
file_18179,clear primary agriculture road cultivation
file_18180,clear primary
file_18181,clear primary agriculture road
file_18182,clear primary agriculture road cultivation habitation
file_18183,clear primary agriculture road habitation
file_18184,partly_cloudy primary agriculture
file_18185,clear primary agriculture cultivation
file_18186,partly_cloudy primary agriculture road water
file_18187,clear primary
file_18188,clear primary
file_18189,haze primary water
file_18190,clear primary agriculture road cultivation habitation
file_18191,clear primary
file_18192,partly_cloudy primary agriculture cultivation
file_18193,clear primary
file_18194,clear primary agriculture road water cultivation habitation artisinal_mine
file_18195,clear partly_cloudy primary agriculture road cultivation
file_18196,clear primary
file_18197,clear primary road water
file_18198,clear primary
file_18199,clear primary agriculture road
file_18200,partly_cloudy primary agriculture water
file_18201,clear primary
file_18202,partly_cloudy primary
file_18203,clear primary
file_18204,clear haze primary agriculture road water cultivation habitation
file_18205,haze cloudy primary water
file_18206,clear primary
file_18207,clear primary agriculture water
file_18208,clear primary agriculture road
file_18209,clear primary
file_18210,clear primary agriculture water
file_18211,haze primary
file_18212,haze partly_cloudy primary
file_18213,clear haze primary water
file_18214,partly_cloudy primary agriculture road cultivation habitation
file_18215,partly_cloudy primary
file_18216,clear primary agriculture road
file_18217,cloudy
file_18218,clear primary agriculture road habitation
file_18219,clear primary agriculture road water
file_18220,clear primary agriculture road water cultivation habitation
file_18221,clear primary agriculture road cultivation
file_18222,partly_cloudy primary
file_18223,clear primary
file_18224,partly_cloudy primary agriculture cultivation
file_18225,partly_cloudy primary
file_18226,haze primary water
file_18227,clear primary
file_18228,clear primary agriculture road cultivation
file_18229,clear primary agriculture road water
file_18230,clear primary
file_18231,clear primary
file_18232,clear primary
file_18233,partly_cloudy primary
file_18234,clear haze primary agriculture road cultivation
file_18235,clear primary agriculture road cultivation habitation
file_18236,clear primary agriculture cultivation
file_18237,clear primary agriculture cultivation habitation
file_18238,clear primary
file_18239,clear primary agriculture cultivation
file_18240,cloudy
file_18241,clear primary agriculture road cultivation habitation
file_18242,clear primary agriculture cultivation
file_18243,clear primary
file_18244,clear primary
file_18245,clear primary agriculture road habitation
file_18246,clear primary
file_18247,clear primary agriculture road
file_18248,partly_cloudy primary agriculture road
file_18249,clear primary
file_18250,clear primary
file_18251,partly_cloudy primary agriculture road cultivation habitation
file_18252,clear primary
file_18253,haze primary
file_18254,clear primary agriculture
file_18255,clear primary
file_18256,clear primary
file_18257,haze primary
file_18258,clear primary
file_18259,clear primary
file_18260,clear primary agriculture cultivation
file_18261,clear primary agriculture water
file_18262,clear primary
file_18263,clear haze primary
file_18264,clear primary
file_18265,partly_cloudy primary water
file_18266,clear primary agriculture road water habitation artisinal_mine
file_18267,clear primary
file_18268,haze primary
file_18269,clear primary agriculture road cultivation
file_18270,partly_cloudy primary agriculture road water
file_18271,clear primary agriculture cultivation habitation
file_18272,partly_cloudy primary agriculture road cultivation
file_18273,clear primary
file_18274,clear primary road water artisinal_mine
file_18275,clear primary
file_18276,haze partly_cloudy primary agriculture road water
file_18277,partly_cloudy primary
file_18278,clear primary agriculture road water cultivation
file_18279,partly_cloudy primary water
file_18280,clear primary agriculture cultivation
file_18281,clear primary agriculture road cultivation
file_18282,clear primary
file_18283,cloudy
file_18284,partly_cloudy cloudy primary
file_18285,clear partly_cloudy primary agriculture road water
file_18286,clear partly_cloudy primary
file_18287,clear primary agriculture road habitation
file_18288,clear primary water
file_18289,clear primary
file_18290,clear primary
file_18291,clear primary agriculture water
file_18292,clear primary agriculture road water habitation
file_18293,clear primary agriculture road
file_18294,clear primary
file_18295,haze primary
file_18296,clear primary agriculture road habitation
file_18297,clear haze primary agriculture cultivation
file_18298,partly_cloudy primary agriculture road
file_18299,cloudy
file_18300,clear primary
file_18301,clear primary
file_18302,partly_cloudy primary agriculture road cultivation
file_18303,clear primary
file_18304,partly_cloudy primary agriculture cultivation
file_18305,clear primary
file_18306,clear primary
file_18307,partly_cloudy primary agriculture
file_18308,clear primary
file_18309,partly_cloudy primary
file_18310,clear primary agriculture road habitation
file_18311,clear primary
file_18312,clear primary agriculture cultivation
file_18313,clear primary agriculture road water cultivation
file_18314,partly_cloudy primary agriculture
file_18315,clear primary
file_18316,haze cloudy primary
file_18317,clear cloudy water
file_18318,partly_cloudy primary
file_18319,clear primary
file_18320,clear primary
file_18321,clear primary agriculture cultivation habitation
file_18322,cloudy
file_18323,clear primary agriculture cultivation
file_18324,clear primary agriculture road habitation
file_18325,clear primary
file_18326,partly_cloudy primary
file_18327,clear primary agriculture road cultivation
file_18328,clear primary
file_18329,clear primary
file_18330,clear primary agriculture road habitation
file_18331,clear primary
file_18332,clear primary agriculture road water cultivation
file_18333,haze cloudy primary
file_18334,clear haze primary
file_18335,clear primary
file_18336,clear primary
file_18337,clear primary agriculture road habitation
file_18338,clear primary
file_18339,clear primary
file_18340,clear primary agriculture road
file_18341,clear primary agriculture road habitation
file_18342,clear primary
file_18343,clear haze primary
file_18344,clear primary
file_18345,partly_cloudy primary agriculture road cultivation habitation
file_18346,clear primary agriculture road water
file_18347,partly_cloudy primary
file_18348,clear primary agriculture cultivation
file_18349,clear primary
file_18350,cloudy
file_18351,clear partly_cloudy primary agriculture water
file_18352,clear primary
file_18353,clear primary agriculture road
file_18354,clear primary
file_18355,clear primary
file_18356,clear primary agriculture road bare_ground
file_18357,clear primary agriculture road
file_18358,clear primary
file_18359,clear primary agriculture road cultivation habitation
file_18360,clear haze primary
file_18361,clear primary
file_18362,clear haze primary agriculture road cultivation habitation
file_18363,partly_cloudy primary agriculture road
file_18364,partly_cloudy primary
file_18365,clear primary
file_18366,clear primary agriculture cultivation
file_18367,clear primary
file_18368,clear primary agriculture road water cultivation habitation
file_18369,clear primary
file_18370,clear primary agriculture road habitation
file_18371,clear primary
file_18372,clear primary agriculture water cultivation
file_18373,partly_cloudy primary agriculture
file_18374,partly_cloudy primary
file_18375,clear primary agriculture road habitation
file_18376,clear primary
file_18377,partly_cloudy primary agriculture water
file_18378,cloudy
file_18379,partly_cloudy primary
file_18380,clear primary
file_18381,clear primary agriculture road habitation
file_18382,clear primary
file_18383,clear primary agriculture road habitation
file_18384,clear primary road water habitation bare_ground artisinal_mine
file_18385,partly_cloudy primary agriculture
file_18386,clear primary
file_18387,clear primary agriculture road
file_18388,cloudy
file_18389,partly_cloudy primary agriculture road cultivation
file_18390,clear primary
file_18391,clear primary agriculture water
file_18392,clear primary agriculture road habitation
file_18393,clear primary
file_18394,clear primary
file_18395,cloudy
file_18396,partly_cloudy primary agriculture road cultivation habitation
file_18397,clear haze primary agriculture water
file_18398,partly_cloudy primary agriculture road habitation
file_18399,clear primary agriculture cultivation
file_18400,clear primary
file_18401,clear primary agriculture road habitation
file_18402,clear primary
file_18403,clear primary agriculture road
file_18404,clear primary agriculture road water
file_18405,clear primary
file_18406,clear primary
file_18407,clear primary
file_18408,clear primary
file_18409,clear primary water
file_18410,partly_cloudy primary agriculture road cultivation
file_18411,cloudy
file_18412,partly_cloudy primary road water
file_18413,clear primary road water
file_18414,partly_cloudy primary
file_18415,clear primary road water
file_18416,clear primary agriculture cultivation habitation
file_18417,clear primary agriculture road cultivation habitation
file_18418,partly_cloudy primary
file_18419,clear primary agriculture cultivation
file_18420,clear primary
file_18421,clear primary
file_18422,partly_cloudy primary agriculture road cultivation habitation
file_18423,clear haze primary
file_18424,clear primary
file_18425,clear primary agriculture road water cultivation habitation
file_18426,clear primary agriculture road
file_18427,clear primary agriculture road water
file_18428,clear primary
file_18429,clear primary
file_18430,clear primary
file_18431,haze cloudy primary
file_18432,clear water
file_18433,clear haze primary
file_18434,haze primary
file_18435,partly_cloudy primary agriculture cultivation
file_18436,clear primary agriculture road water cultivation habitation artisinal_mine
file_18437,clear primary
file_18438,clear primary
file_18439,clear primary water
file_18440,clear haze primary
file_18441,haze partly_cloudy primary agriculture road water
file_18442,partly_cloudy primary agriculture road
file_18443,clear primary
file_18444,clear primary agriculture cultivation
file_18445,partly_cloudy primary agriculture water
file_18446,clear primary water cultivation
file_18447,clear primary
file_18448,clear primary agriculture water cultivation
file_18449,partly_cloudy primary
file_18450,clear primary agriculture road
file_18451,clear primary agriculture road water
file_18452,clear primary water
file_18453,clear primary water bare_ground artisinal_mine
file_18454,clear primary agriculture road cultivation habitation
file_18455,clear primary agriculture road water
file_18456,haze cloudy primary
file_18457,clear primary
file_18458,partly_cloudy primary
file_18459,partly_cloudy primary
file_18460,clear haze primary
file_18461,partly_cloudy primary
file_18462,clear primary agriculture road
file_18463,partly_cloudy primary
file_18464,partly_cloudy primary agriculture road water cultivation
file_18465,clear primary agriculture road habitation
file_18466,clear primary agriculture road cultivation habitation
file_18467,clear primary
file_18468,clear primary agriculture road water cultivation
file_18469,clear primary agriculture road cultivation
file_18470,partly_cloudy primary agriculture road
file_18471,clear primary agriculture road habitation
file_18472,clear haze primary agriculture road water cultivation
file_18473,partly_cloudy primary
file_18474,clear primary agriculture cultivation habitation
file_18475,clear primary
file_18476,partly_cloudy primary
file_18477,clear cloudy water
file_18478,clear primary
file_18479,partly_cloudy primary
file_18480,haze primary agriculture water
file_18481,clear primary
file_18482,clear primary
file_18483,clear primary agriculture cultivation
file_18484,clear primary
file_18485,clear primary agriculture road cultivation habitation
file_18486,clear primary agriculture cultivation
file_18487,partly_cloudy primary
file_18488,partly_cloudy primary agriculture
file_18489,clear primary water
file_18490,clear primary road water habitation artisinal_mine
file_18491,clear primary
file_18492,clear primary
file_18493,clear primary agriculture cultivation
file_18494,clear primary agriculture water cultivation
file_18495,clear partly_cloudy primary agriculture cultivation
file_18496,clear primary agriculture road habitation
file_18497,haze partly_cloudy primary
file_18498,clear primary
file_18499,clear cloudy water
file_18500,clear primary road water
file_18501,clear partly_cloudy primary
file_18502,haze primary
file_18503,clear primary water cultivation habitation
file_18504,partly_cloudy primary
file_18505,haze primary agriculture road habitation
file_18506,clear primary
file_18507,clear primary road water
file_18508,partly_cloudy cloudy primary agriculture
file_18509,clear primary agriculture road habitation
file_18510,clear primary
file_18511,partly_cloudy primary agriculture road
file_18512,partly_cloudy primary agriculture road water
file_18513,clear primary
file_18514,clear primary agriculture cultivation
file_18515,haze primary
file_18516,clear primary
file_18517,clear primary water
file_18518,clear primary
file_18519,clear water
file_18520,clear haze primary
file_18521,partly_cloudy primary agriculture
file_18522,clear primary
file_18523,clear primary
file_18524,clear primary
file_18525,clear primary
file_18526,clear primary
file_18527,clear primary
file_18528,clear cloudy water
file_18529,partly_cloudy primary
file_18530,cloudy primary
file_18531,clear primary
